"checks_date","production_report","product_name","processor_name","file_type_output",satellite,timeliness,"sensing_start","sensing_stop","creation_date","check_missing_input_start","check_missing_input_stop","check_missing_input_result","check_missing_input_outcome","check_missing_input_description","check_missing_input_with_margin_start","check_missing_input_with_margin_stop","check_missing_input_with_margin_result","check_missing_input_with_margin_outcome","check_missing_input_with_margin_description","check_unexpected_fragmentation_start","check_unexpected_fragmentation_stop","check_unexpected_fragmentation_result","check_unexpected_fragmentation_outcome","check_unexpected_fragmentation_description","check_detection_duplicated_products_start","check_detection_duplicated_products_stop","check_detection_duplicated_products_result","check_detection_duplicated_products_outcome","check_detection_duplicated_products_description","check_adf_expected_ranking_start","check_adf_expected_ranking_stop","check_adf_expected_ranking_result","check_adf_expected_ranking_outcome","check_adf_expected_ranking_description","check_degradation_flag_adf_start","check_degradation_flag_adf_stop","check_degradation_flag_adf_result","check_degradation_flag_adf_outcome","check_degradation_flag_adf_description","check_degradation_flag_navatt_start","check_degradation_flag_navatt_stop","check_degradation_flag_navatt_result","check_degradation_flag_navatt_outcome","check_degradation_flag_navatt_description","check_missing_ephemeris_start","check_missing_ephemeris_stop","check_missing_ephemeris_result","check_missing_ephemeris_outcome","check_missing_ephemeris_description","check_product_size_start","check_product_size_stop","check_product_size_result","check_product_size_outcome","check_product_size_description","check_gaps_detection_start","check_gaps_detection_stop","check_gaps_detection_result","check_gaps_detection_outcome","check_gaps_detection_description","check_product_package_format_start","check_product_package_format_stop","check_product_package_format_result","check_product_package_format_outcome","check_product_package_format_description","check_instrument_anomaly_detection_start","check_instrument_anomaly_detection_stop","check_instrument_anomaly_detection_result","check_instrument_anomaly_detection_outcome","check_instrument_anomaly_detection_description"
"2022-01-21 @ 13:27:43.018 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T035625_20211003T035925_20211004T144908_0179_057_318_1440_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:56:24.633 CEST","2021-10-03 @ 05:59:24.633 CEST","2021-10-04 @ 16:49:08.000 CEST","2022-01-21 @ 13:27:46.954 CET","2022-01-21 @ 13:27:46.993 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:47.017 CET","2022-01-21 @ 13:27:47.082 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:47.103 CET","2022-01-21 @ 13:27:47.164 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:47.192 CET","2022-01-21 @ 13:27:47.225 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:47.236 CET","2022-01-21 @ 13:27:47.286 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:47.292 CET","2022-01-21 @ 13:27:47.312 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:47.320 CET","2022-01-21 @ 13:27:47.344 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:47.354 CET","2022-01-21 @ 13:27:47.371 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:47.382 CET","2022-01-21 @ 13:27:47.426 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:47.436 CET","2022-01-21 @ 13:27:47.501 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:47.511 CET","2022-01-21 @ 13:27:47.544 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:47.555 CET","2022-01-21 @ 13:27:47.574 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:43.012 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T035325_20211003T035625_20211004T144807_0180_057_318_1260_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:53:24.633 CEST","2021-10-03 @ 05:56:24.633 CEST","2021-10-04 @ 16:48:07.000 CEST","2022-01-21 @ 13:27:46.465 CET","2022-01-21 @ 13:27:46.491 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.502 CET","2022-01-21 @ 13:27:46.528 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.537 CET","2022-01-21 @ 13:27:46.555 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.565 CET","2022-01-21 @ 13:27:46.591 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.603 CET","2022-01-21 @ 13:27:46.640 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.655 CET","2022-01-21 @ 13:27:46.682 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.691 CET","2022-01-21 @ 13:27:46.715 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.727 CET","2022-01-21 @ 13:27:46.748 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.769 CET","2022-01-21 @ 13:27:46.809 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.825 CET","2022-01-21 @ 13:27:46.853 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.867 CET","2022-01-21 @ 13:27:46.895 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.906 CET","2022-01-21 @ 13:27:46.931 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:43.004 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T035025_20211003T035325_20211004T144716_0179_057_318_1080_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:50:24.633 CEST","2021-10-03 @ 05:53:24.633 CEST","2021-10-04 @ 16:47:16.000 CEST","2022-01-21 @ 13:27:46.011 CET","2022-01-21 @ 13:27:46.040 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.055 CET","2022-01-21 @ 13:27:46.074 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.087 CET","2022-01-21 @ 13:27:46.106 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.129 CET","2022-01-21 @ 13:27:46.159 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.169 CET","2022-01-21 @ 13:27:46.227 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.236 CET","2022-01-21 @ 13:27:46.256 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.262 CET","2022-01-21 @ 13:27:46.281 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.288 CET","2022-01-21 @ 13:27:46.311 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:46.321 CET","2022-01-21 @ 13:27:46.347 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.354 CET","2022-01-21 @ 13:27:46.380 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.394 CET","2022-01-21 @ 13:27:46.420 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:46.429 CET","2022-01-21 @ 13:27:46.449 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:42.996 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T034725_20211003T035025_20211004T144504_0179_057_318_0900_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:47:24.633 CEST","2021-10-03 @ 05:50:24.633 CEST","2021-10-04 @ 16:45:04.000 CEST","2022-01-21 @ 13:27:45.477 CET","2022-01-21 @ 13:27:45.504 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.517 CET","2022-01-21 @ 13:27:45.545 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.558 CET","2022-01-21 @ 13:27:45.577 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.583 CET","2022-01-21 @ 13:27:45.610 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.617 CET","2022-01-21 @ 13:27:45.669 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.676 CET","2022-01-21 @ 13:27:45.698 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.710 CET","2022-01-21 @ 13:27:45.759 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.770 CET","2022-01-21 @ 13:27:45.793 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.803 CET","2022-01-21 @ 13:27:45.848 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.856 CET","2022-01-21 @ 13:27:45.881 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.895 CET","2022-01-21 @ 13:27:45.942 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.957 CET","2022-01-21 @ 13:27:45.976 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:42.988 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T034425_20211003T034725_20211004T142842_0179_057_318_0720_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:44:24.633 CEST","2021-10-03 @ 05:47:24.633 CEST","2021-10-04 @ 16:28:42.000 CEST","2022-01-21 @ 13:27:45.010 CET","2022-01-21 @ 13:27:45.044 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.050 CET","2022-01-21 @ 13:27:45.075 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.084 CET","2022-01-21 @ 13:27:45.115 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.123 CET","2022-01-21 @ 13:27:45.140 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.150 CET","2022-01-21 @ 13:27:45.198 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.207 CET","2022-01-21 @ 13:27:45.227 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.238 CET","2022-01-21 @ 13:27:45.255 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.265 CET","2022-01-21 @ 13:27:45.286 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:45.298 CET","2022-01-21 @ 13:27:45.337 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.347 CET","2022-01-21 @ 13:27:45.371 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.381 CET","2022-01-21 @ 13:27:45.412 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:45.428 CET","2022-01-21 @ 13:27:45.458 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:42.969 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T034125_20211003T034425_20211004T142751_0179_057_318_0540_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:41:24.633 CEST","2021-10-03 @ 05:44:24.633 CEST","2021-10-04 @ 16:27:51.000 CEST","2022-01-21 @ 13:27:44.554 CET","2022-01-21 @ 13:27:44.578 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.586 CET","2022-01-21 @ 13:27:44.611 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.616 CET","2022-01-21 @ 13:27:44.636 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.645 CET","2022-01-21 @ 13:27:44.661 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.677 CET","2022-01-21 @ 13:27:44.720 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.727 CET","2022-01-21 @ 13:27:44.759 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.768 CET","2022-01-21 @ 13:27:44.787 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.798 CET","2022-01-21 @ 13:27:44.816 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.824 CET","2022-01-21 @ 13:27:44.855 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.867 CET","2022-01-21 @ 13:27:44.901 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.925 CET","2022-01-21 @ 13:27:44.956 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.970 CET","2022-01-21 @ 13:27:44.990 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:42.962 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T033825_20211003T034125_20211004T142154_0179_057_318_0360_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:38:24.633 CEST","2021-10-03 @ 05:41:24.633 CEST","2021-10-04 @ 16:21:54.000 CEST","2022-01-21 @ 13:27:44.113 CET","2022-01-21 @ 13:27:44.139 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.151 CET","2022-01-21 @ 13:27:44.170 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.179 CET","2022-01-21 @ 13:27:44.197 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.209 CET","2022-01-21 @ 13:27:44.228 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.238 CET","2022-01-21 @ 13:27:44.281 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.289 CET","2022-01-21 @ 13:27:44.314 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.322 CET","2022-01-21 @ 13:27:44.342 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.349 CET","2022-01-21 @ 13:27:44.368 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:44.381 CET","2022-01-21 @ 13:27:44.418 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.428 CET","2022-01-21 @ 13:27:44.457 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.469 CET","2022-01-21 @ 13:27:44.508 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.518 CET","2022-01-21 @ 13:27:44.535 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:42.955 CET","S3B_REP_PR_LN2_O_PM2_620912044_20211004T155759710","S3B_SL_1_RBT____20211003T033525_20211003T033825_20211004T135727_0179_057_318_0180_LN2_O_NT_004.SEN3","PUG_SL_1_RBT","SL_1_RBT___",S3B,NTC,"2021-10-03 @ 05:35:24.633 CEST","2021-10-03 @ 05:38:24.633 CEST","2021-10-04 @ 15:57:27.000 CEST","2022-01-21 @ 13:27:43.464 CET","2022-01-21 @ 13:27:43.500 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:43.507 CET","2022-01-21 @ 13:27:43.613 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:43.620 CET","2022-01-21 @ 13:27:43.637 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:43.650 CET","2022-01-21 @ 13:27:43.731 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:43.745 CET","2022-01-21 @ 13:27:43.790 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:43.799 CET","2022-01-21 @ 13:27:43.831 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:43.843 CET","2022-01-21 @ 13:27:43.874 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:43.889 CET","2022-01-21 @ 13:27:43.918 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:43.928 CET","2022-01-21 @ 13:27:43.964 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:43.972 CET","2022-01-21 @ 13:27:43.993 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:43.999 CET","2022-01-21 @ 13:27:44.029 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:44.039 CET","2022-01-21 @ 13:27:44.066 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:41.911 CET","S3A_REP_PR_LN2_O_PM1_618765479_20210727T100554288","S3A_SL_1_RBT____20210725T225739_20210726T003838_20210727T001413_6059_074_244______LN2_O_NT_004.SEN3","S3A_SL1","SL_1_RBT___",S3A,NTC,"2021-07-26 @ 00:57:38.527 CEST","2021-07-26 @ 02:38:37.670 CEST","2021-07-27 @ 02:14:13.000 CEST","2022-01-21 @ 13:27:41.929 CET","2022-01-21 @ 13:27:42.047 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.055 CET","2022-01-21 @ 13:27:42.094 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.103 CET","2022-01-21 @ 13:27:42.132 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.141 CET","2022-01-21 @ 13:27:42.162 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.187 CET","2022-01-21 @ 13:27:42.272 CET",0,"/plugins/indexPatternManagement/assets/icons/icons_stoplight/OK.png","-","2022-01-21 @ 13:27:42.282 CET","2022-01-21 @ 13:27:42.302 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.311 CET","2022-01-21 @ 13:27:42.329 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.337 CET","2022-01-21 @ 13:27:42.355 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.366 CET","2022-01-21 @ 13:27:42.389 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.399 CET","2022-01-21 @ 13:27:42.418 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.426 CET","2022-01-21 @ 13:27:42.449 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:42.456 CET","2022-01-21 @ 13:27:42.473 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:27:28.101 CET","S3A_REP_PR_LN3_O_PM1_654484041_20211005T234337862","S3A_SR_1_SRA_BS_20210910T134839_20210910T143909_20211005T233719_3029_076_138______LN3_O_NT_004.SEN3","S3A_SR1","SR_1_SRA_BS",S3A,NTC,"2021-09-10 @ 15:48:38.973 CEST","2021-09-10 @ 16:39:08.583 CEST","2021-10-06 @ 01:37:19.000 CEST","2022-01-21 @ 13:27:40.768 CET","2022-01-21 @ 13:27:40.828 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:40.845 CET","2022-01-21 @ 13:27:40.897 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:40.908 CET","2022-01-21 @ 13:27:40.997 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:41.017 CET","2022-01-21 @ 13:27:41.105 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:41.121 CET","2022-01-21 @ 13:27:41.208 CET",0,"/plugins/indexPatternManagement/assets/icons/icons_stoplight/OK.png","-","2022-01-21 @ 13:27:41.216 CET","2022-01-21 @ 13:27:41.234 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:41.242 CET","2022-01-21 @ 13:27:41.272 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:41.284 CET","2022-01-21 @ 13:27:41.314 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:27:41.324 CET","2022-01-21 @ 13:27:41.350 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:41.358 CET","2022-01-21 @ 13:27:41.389 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:41.399 CET","2022-01-21 @ 13:27:41.420 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:27:41.434 CET","2022-01-21 @ 13:27:41.458 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
