"checks_date","production_report","product_name","processor_name","file_type_output",satellite,timeliness,"sensing_start","sensing_stop","creation_date","check_missing_input_start","check_missing_input_stop","check_missing_input_result","check_missing_input_outcome","check_missing_input_description","check_missing_input_with_margin_start","check_missing_input_with_margin_stop","check_missing_input_with_margin_result","check_missing_input_with_margin_outcome","check_missing_input_with_margin_description","check_unexpected_fragmentation_start","check_unexpected_fragmentation_stop","check_unexpected_fragmentation_result","check_unexpected_fragmentation_outcome","check_unexpected_fragmentation_description","check_detection_duplicated_products_start","check_detection_duplicated_products_stop","check_detection_duplicated_products_result","check_detection_duplicated_products_outcome","check_detection_duplicated_products_description","check_adf_expected_ranking_start","check_adf_expected_ranking_stop","check_adf_expected_ranking_result","check_adf_expected_ranking_outcome","check_adf_expected_ranking_description","check_degradation_flag_adf_start","check_degradation_flag_adf_stop","check_degradation_flag_adf_result","check_degradation_flag_adf_outcome","check_degradation_flag_adf_description","check_degradation_flag_navatt_start","check_degradation_flag_navatt_stop","check_degradation_flag_navatt_result","check_degradation_flag_navatt_outcome","check_degradation_flag_navatt_description","check_missing_ephemeris_start","check_missing_ephemeris_stop","check_missing_ephemeris_result","check_missing_ephemeris_outcome","check_missing_ephemeris_description","check_product_size_start","check_product_size_stop","check_product_size_result","check_product_size_outcome","check_product_size_description","check_gaps_detection_start","check_gaps_detection_stop","check_gaps_detection_result","check_gaps_detection_outcome","check_gaps_detection_description","check_product_package_format_start","check_product_package_format_stop","check_product_package_format_result","check_product_package_format_outcome","check_product_package_format_description","check_instrument_anomaly_detection_start","check_instrument_anomaly_detection_stop","check_instrument_anomaly_detection_result","check_instrument_anomaly_detection_outcome","check_instrument_anomaly_detection_description"
"2022-01-21 @ 13:21:29.632 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T050525_20211003T050825_20211004T141527_0179_057_318_5580_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 07:05:24.633 CEST","2021-10-03 @ 07:08:24.633 CEST","2021-10-04 @ 16:15:27.000 CEST","2022-01-21 @ 13:22:27.369 CET","2022-01-21 @ 13:22:27.467 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:27.499 CET","2022-01-21 @ 13:22:27.543 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:27.558 CET","2022-01-21 @ 13:22:27.593 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:27.626 CET","2022-01-21 @ 13:22:27.682 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:27.701 CET","2022-01-21 @ 13:22:27.819 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:27.839 CET","2022-01-21 @ 13:22:27.875 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:27.894 CET","2022-01-21 @ 13:22:27.932 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:27.954 CET","2022-01-21 @ 13:22:28.009 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:28.040 CET","2022-01-21 @ 13:22:28.119 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:28.147 CET","2022-01-21 @ 13:22:28.227 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:28.243 CET","2022-01-21 @ 13:22:28.299 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:28.335 CET","2022-01-21 @ 13:22:28.374 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.618 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T050225_20211003T050525_20211004T141521_0179_057_318_5400_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 07:02:24.633 CEST","2021-10-03 @ 07:05:24.633 CEST","2021-10-04 @ 16:15:21.000 CEST","2022-01-21 @ 13:22:26.313 CET","2022-01-21 @ 13:22:26.371 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.394 CET","2022-01-21 @ 13:22:26.442 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.457 CET","2022-01-21 @ 13:22:26.505 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.518 CET","2022-01-21 @ 13:22:26.566 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.589 CET","2022-01-21 @ 13:22:26.722 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.785 CET","2022-01-21 @ 13:22:26.854 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:26.869 CET","2022-01-21 @ 13:22:26.909 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.920 CET","2022-01-21 @ 13:22:26.972 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:26.988 CET","2022-01-21 @ 13:22:27.039 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:27.058 CET","2022-01-21 @ 13:22:27.108 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:27.134 CET","2022-01-21 @ 13:22:27.210 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:27.243 CET","2022-01-21 @ 13:22:27.303 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.598 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T045925_20211003T050225_20211004T141515_0179_057_318_5220_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:59:24.633 CEST","2021-10-03 @ 07:02:24.633 CEST","2021-10-04 @ 16:15:15.000 CEST","2022-01-21 @ 13:22:25.000 CET","2022-01-21 @ 13:22:25.042 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.066 CET","2022-01-21 @ 13:22:25.129 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.154 CET","2022-01-21 @ 13:22:25.186 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.203 CET","2022-01-21 @ 13:22:25.232 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.256 CET","2022-01-21 @ 13:22:25.363 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.382 CET","2022-01-21 @ 13:22:25.424 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:25.473 CET","2022-01-21 @ 13:22:25.625 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.672 CET","2022-01-21 @ 13:22:25.750 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:25.780 CET","2022-01-21 @ 13:22:25.829 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:25.899 CET","2022-01-21 @ 13:22:26.008 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:26.070 CET","2022-01-21 @ 13:22:26.157 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:26.181 CET","2022-01-21 @ 13:22:26.270 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.585 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T045625_20211003T045925_20211004T141509_0179_057_318_5040_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:56:24.633 CEST","2021-10-03 @ 06:59:24.633 CEST","2021-10-04 @ 16:15:09.000 CEST","2022-01-21 @ 13:22:24.026 CET","2022-01-21 @ 13:22:24.090 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.115 CET","2022-01-21 @ 13:22:24.201 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.223 CET","2022-01-21 @ 13:22:24.262 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.283 CET","2022-01-21 @ 13:22:24.322 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.351 CET","2022-01-21 @ 13:22:24.498 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.539 CET","2022-01-21 @ 13:22:24.610 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:24.624 CET","2022-01-21 @ 13:22:24.656 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.689 CET","2022-01-21 @ 13:22:24.724 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:24.740 CET","2022-01-21 @ 13:22:24.779 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:24.791 CET","2022-01-21 @ 13:22:24.824 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:24.840 CET","2022-01-21 @ 13:22:24.875 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:24.890 CET","2022-01-21 @ 13:22:24.927 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.574 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T045325_20211003T045625_20211004T141503_0179_057_318_4860_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:53:24.633 CEST","2021-10-03 @ 06:56:24.633 CEST","2021-10-04 @ 16:15:03.000 CEST","2022-01-21 @ 13:22:22.311 CET","2022-01-21 @ 13:22:22.425 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:22.505 CET","2022-01-21 @ 13:22:22.576 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:22.604 CET","2022-01-21 @ 13:22:22.694 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:22.727 CET","2022-01-21 @ 13:22:22.829 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:22.884 CET","2022-01-21 @ 13:22:23.086 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:23.111 CET","2022-01-21 @ 13:22:23.178 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:23.217 CET","2022-01-21 @ 13:22:23.277 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:23.332 CET","2022-01-21 @ 13:22:23.421 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:23.463 CET","2022-01-21 @ 13:22:23.586 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:23.611 CET","2022-01-21 @ 13:22:23.694 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:23.733 CET","2022-01-21 @ 13:22:23.859 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:23.900 CET","2022-01-21 @ 13:22:23.954 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.562 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T045025_20211003T045325_20211004T141457_0179_057_318_4680_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:50:24.633 CEST","2021-10-03 @ 06:53:24.633 CEST","2021-10-04 @ 16:14:57.000 CEST","2022-01-21 @ 13:22:20.613 CET","2022-01-21 @ 13:22:20.716 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:20.737 CET","2022-01-21 @ 13:22:20.874 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:20.977 CET","2022-01-21 @ 13:22:21.100 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:21.122 CET","2022-01-21 @ 13:22:21.244 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:21.286 CET","2022-01-21 @ 13:22:21.449 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:21.511 CET","2022-01-21 @ 13:22:21.620 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:21.677 CET","2022-01-21 @ 13:22:21.730 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:21.751 CET","2022-01-21 @ 13:22:21.823 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:21.848 CET","2022-01-21 @ 13:22:21.913 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:21.934 CET","2022-01-21 @ 13:22:22.002 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:22.044 CET","2022-01-21 @ 13:22:22.131 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:22.185 CET","2022-01-21 @ 13:22:22.245 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.549 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T044725_20211003T045025_20211004T141451_0180_057_318_4500_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:47:24.633 CEST","2021-10-03 @ 06:50:24.633 CEST","2021-10-04 @ 16:14:51.000 CEST","2022-01-21 @ 13:22:17.909 CET","2022-01-21 @ 13:22:18.041 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:18.153 CET","2022-01-21 @ 13:22:18.287 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:18.302 CET","2022-01-21 @ 13:22:18.427 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:18.534 CET","2022-01-21 @ 13:22:18.685 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:18.707 CET","2022-01-21 @ 13:22:19.057 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:19.093 CET","2022-01-21 @ 13:22:19.311 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:19.339 CET","2022-01-21 @ 13:22:19.461 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:19.472 CET","2022-01-21 @ 13:22:19.575 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:19.593 CET","2022-01-21 @ 13:22:19.749 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:19.840 CET","2022-01-21 @ 13:22:20.076 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:20.105 CET","2022-01-21 @ 13:22:20.336 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:20.373 CET","2022-01-21 @ 13:22:20.483 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.528 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T044425_20211003T044725_20211004T141445_0179_057_318_4320_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:44:24.633 CEST","2021-10-03 @ 06:47:24.633 CEST","2021-10-04 @ 16:14:45.000 CEST","2022-01-21 @ 13:22:15.495 CET","2022-01-21 @ 13:22:15.642 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:15.731 CET","2022-01-21 @ 13:22:15.853 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:15.882 CET","2022-01-21 @ 13:22:16.113 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:16.122 CET","2022-01-21 @ 13:22:16.171 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:16.193 CET","2022-01-21 @ 13:22:16.278 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:16.297 CET","2022-01-21 @ 13:22:16.348 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:16.369 CET","2022-01-21 @ 13:22:16.519 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:16.622 CET","2022-01-21 @ 13:22:16.891 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:17.009 CET","2022-01-21 @ 13:22:17.277 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:17.394 CET","2022-01-21 @ 13:22:17.513 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:17.529 CET","2022-01-21 @ 13:22:17.647 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:17.665 CET","2022-01-21 @ 13:22:17.788 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.512 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T044125_20211003T044425_20211004T141439_0179_057_318_4140_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:41:24.633 CEST","2021-10-03 @ 06:44:24.633 CEST","2021-10-04 @ 16:14:39.000 CEST","2022-01-21 @ 13:22:12.667 CET","2022-01-21 @ 13:22:12.907 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:12.919 CET","2022-01-21 @ 13:22:13.044 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:13.065 CET","2022-01-21 @ 13:22:13.195 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:13.296 CET","2022-01-21 @ 13:22:13.434 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:13.458 CET","2022-01-21 @ 13:22:13.836 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:13.936 CET","2022-01-21 @ 13:22:14.204 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:14.232 CET","2022-01-21 @ 13:22:14.349 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:14.443 CET","2022-01-21 @ 13:22:14.588 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:14.607 CET","2022-01-21 @ 13:22:14.821 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:14.865 CET","2022-01-21 @ 13:22:15.083 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:15.104 CET","2022-01-21 @ 13:22:15.227 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:15.345 CET","2022-01-21 @ 13:22:15.466 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:21:29.490 CET","S3B_REP_PR_LN2_O_PM2_620913101_20211004T141823197","S3B_SL_2_LST____20211003T043825_20211003T044125_20211004T141432_0179_057_318_3960_LN2_O_NT_004.SEN3","PUG_SL_2_LST","SL_2_LST___",S3B,NTC,"2021-10-03 @ 06:38:24.633 CEST","2021-10-03 @ 06:41:24.633 CEST","2021-10-04 @ 16:14:32.000 CEST","2022-01-21 @ 13:22:10.670 CET","2022-01-21 @ 13:22:10.859 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:10.875 CET","2022-01-21 @ 13:22:11.121 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:11.145 CET","2022-01-21 @ 13:22:11.297 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:11.382 CET","2022-01-21 @ 13:22:11.509 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:11.530 CET","2022-01-21 @ 13:22:11.760 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:11.780 CET","2022-01-21 @ 13:22:11.893 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:11.903 CET","2022-01-21 @ 13:22:11.941 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:11.960 CET","2022-01-21 @ 13:22:12.034 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:22:12.059 CET","2022-01-21 @ 13:22:12.155 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:12.193 CET","2022-01-21 @ 13:22:12.254 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:12.281 CET","2022-01-21 @ 13:22:12.411 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:22:12.517 CET","2022-01-21 @ 13:22:12.543 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
